tracking_id	position(Oryza sativa L. ssp. Japonica, MSU Rice Genome Annotation Project Release 7)	F1	F2	R1	R2	L1	L2	S1	S2
P_XLOC_017470	chr3|+|1015290-1020208	28.2182	26.5456	7.53732	8.60456	10.901	6.72179	42.0498	3.25683
P_XLOC_017471	chr3|+|1021458-1025960	8.32736	9.02699	5.9446	6.29985	13.4319	7.56739	7.85513	11.8348
P_XLOC_017472	chr3|+|1048879-1075809	116.062	121.993	119.38	123.742	117.453	136.796	236.535	140.28
P_XLOC_017473	chr3|+|1076131-1079382	0.846762	0.932282	0.743799	0.748209	1.78085	0.749792	1.07934	0.644567
P_XLOC_017474	chr3|+|1080711-1081442	45.586	118.377	111.344	10.1206	15.9302	13.5339	32.1901	35.7043
P_XLOC_017475	chr3|+|1081733-1093720	5.12199	3.87213	2.91726	0.309299	0.356393	0.256126	4.01912	2.97819
P_XLOC_017476	chr3|+|1099329-1102869	1.89362	3.35604	0.320431	0.111068	0.284922	0.0727836	4.01823	0.0631183
P_XLOC_017477	chr3|+|1137129-1141062	0.704236	0.530536	0	0	0.0251348	0	0.921652	1.03969
P_XLOC_017478	chr3|+|1152918-1154930	3.75986	3.0415	4.35377	4.38828	4.99	4.62252	0.366317	0.145887
P_XLOC_017479	chr3|+|1194255-1196505	25.0847	13.3269	3.62244	19.1634	33.2663	29.4044	6.42514	0.464684
P_XLOC_017480	chr3|+|1205175-1205355	18.5489	7.37911	11.3803	10.6897	11.6846	7.71222	7.43842	15.5993
P_XLOC_017481	chr3|+|1211679-1220226	12.616	11.2162	6.24188	39.9538	24.6415	29.2956	22.6881	42.2407
P_XLOC_017483	chr3|+|1226214-1226508	2.85442	5.19773	0	0	0	0	0	0
P_XLOC_017484	chr3|+|1226680-1230139	5.37388	6.96969	0.0928719	0	0	0	0.390669	0.114033
P_XLOC_017485	chr3|+|1270362-1290528	8.11232	5.43093	10.7598	27.5585	86.9055	16.7583	3.55847	0.102267
P_XLOC_017486	chr3|+|1278735-1280736	1.53787	0.827493	3.34579	4.26009	9.38476	1.92526	0.465919	0
P_XLOC_017487	chr3|+|1285027-1287346	1.13073	1.47228	1.85095	1.88269	0.978469	1.81599	0.115607	0
P_XLOC_017489	chr3|+|1318244-1321665	107.824	100.221	130.174	111.159	125.407	152.452	165.291	84.463
P_XLOC_017490	chr3|+|1322549-1324485	20.6677	29.0338	14.9825	15.4441	21.0393	20.8455	27.134	74.8596
P_XLOC_017491	chr3|+|1327397-1331447	83.1342	62.2465	75.3619	42.1981	59.1005	36.7038	83.7398	53.6606
P_XLOC_017492	chr3|+|1339795-1345295	12.9083	9.00742	19.6114	0.225736	0.310723	0.232382	13.7395	0.479221
P_XLOC_017494	chr3|+|1355502-1358275	8.34939	5.15256	104.764	28.7969	20.4364	34.4363	8.22064	26.2988
P_XLOC_017498	chr3|+|1394017-1400350	1.86289	2.74284	9.16114	36.5341	34.8335	53.3119	2.80068	0.344686
P_XLOC_017499	chr3|+|1402800-1405076	13.8399	1.71883	0.454623	0.0363121	0	0	3.84763	0.171991
P_XLOC_017500	chr3|+|1405624-1408987	11.6432	4.46832	70.0764	12.2912	9.59168	17.6306	2.60658	0.107975
P_XLOC_017501	chr3|+|1410002-1411848	133.684	90.1911	347.432	129.115	130.168	114.526	120.333	35.924
P_XLOC_017502	chr3|+|1412024-1413672	0.0655795	0.138847	0.439166	0.263518	0.706679	0.190096	0.0220197	1.30339
P_XLOC_017504	chr3|+|1414927-1416741	0.68695	1.00138	0.339132	2.47594	3.76612	1.47253	2.73064	4.61271
P_XLOC_017505	chr3|+|1419778-1421079	6.13709	12.3748	12.7095	2.76773	7.16834	2.99939	21.646	0.337216
P_XLOC_017507	chr3|+|1427658-1428154	2.715	0.502597	35.1607	0.327261	0.429552	0.710633	0.91211	0.405581
P_XLOC_017509	chr3|+|1430639-1433585	33.6454	37.3791	1.93505	0.117379	0	0.190471	13.7042	0.851975
P_XLOC_017510	chr3|+|1444996-1448727	81.4587	88.4644	130.038	70.6113	70.4648	91.2092	70.7715	397.79
P_XLOC_017511	chr3|+|1448993-1452172	17.6389	17.7864	23.0351	23.5731	25.3517	28.3793	26.2913	27.817
P_XLOC_017512	chr3|+|1457462-1462214	323.281	157.03	652.214	106.219	421.841	53.0076	766.535	5.8959
P_XLOC_017513	chr3|+|1476335-1483361	32.5621	17.731	57.575	19.7325	14.8838	18.6243	46.1429	15.915
P_XLOC_017514	chr3|+|1484202-1486491	1.80895	1.37994	9.82434	7.83262	1.94414	13.2039	1.51312	21.4831
P_XLOC_017515	chr3|+|1486624-1487104	0	0	0.500557	1.06969	0.233135	1.59472	0	3.54266
P_XLOC_017517	chr3|+|1508062-1513228	22.578	15.9334	7.40395	3.10043	10.5056	2.7851	13.0035	12.9717
P_XLOC_017518	chr3|+|1527326-1540242	5.1633	1.32113	0	0	0	0	0	0
P_XLOC_017519	chr3|+|1551426-1553821	6.50607	3.93871	28.4216	1.15562	5.34344	1.00272	6.9847	0.373944
P_XLOC_017520	chr3|+|1562044-1566906	1.93391	2.23351	3.18471	0	0.00915706	0	3.48686	0.619105
P_XLOC_017521	chr3|+|1579316-1580910	284.054	43.7841	61.2108	0.270969	0.5796	0	12.7651	0
P_XLOC_017522	chr3|+|1606879-1608102	0.0217709	0.0819165	0	0.17063	1.08932	0.0780695	0	0.132871
P_XLOC_017523	chr3|+|1619468-1621185	0	0	0.131247	0	0.020872	0	1.64425	42.0124
P_XLOC_017524	chr3|+|1623883-1624264	0	0	0	0	0	0	0	14.3408
P_XLOC_017525	chr3|+|1624879-1629530	46.7828	31.8925	42.0979	30.0357	22.9151	24.5696	94.2424	257.624
P_XLOC_017526	chr3|+|1631875-1638192	2.6334	0.0705305	0	0.287693	0.113306	0.277684	0.0944683	0.177025
P_XLOC_017527	chr3|+|1641569-1646448	20.9561	21.4266	25.8841	15.2049	22.9873	25.0221	15.1933	17.1487
P_XLOC_017528	chr3|+|1662172-1665636	473.511	419.366	2.94105	742.202	880.199	569.536	284.952	5.35905
P_XLOC_017529	chr3|+|1667248-1667963	12.4235	17.9353	0.331414	5.89112	17.2342	3.9429	6.27317	0
P_XLOC_017532	chr3|+|1706051-1708336	3.68214	12.8124	43.4442	30.3047	42.3963	47.382	2.75975	0.204316
P_XLOC_017533	chr3|+|1714572-1715230	786.693	528.131	53.0943	15.7873	9.14286	9.94668	6713.28	13861.7
P_XLOC_017534	chr3|+|1716437-1719782	49.6006	47.6212	81.1924	68.3497	41.6216	100.565	43.3807	27.4488
P_XLOC_017535	chr3|+|1730301-1731448	0.205409	0	0.0998079	2.18376	0.649536	1.20648	0.269164	0.166907
P_XLOC_017536	chr3|+|1731498-1732898	0.150833	0.133783	0.0235904	1.29593	0.837004	0.875727	0.131443	0.0645796
P_XLOC_017537	chr3|+|1751536-1758257	19.255	19.1416	20.9485	27.7494	25.725	20.8953	27.7575	30.6303
P_XLOC_017538	chr3|+|1765300-1770693	21.3366	18.0636	23.8308	10.3563	16.7896	8.27909	19.339	4.71965
P_XLOC_017539	chr3|+|1772819-1775870	8.53362	5.65605	157.292	14.6557	31.9668	32.2251	1.80197	0.380034
P_XLOC_017540	chr3|+|1791335-1793443	0	0	0	1.61458	0	0.87598	0	0
P_XLOC_017541	chr3|+|1804460-1813319	28.2835	29.4947	23.913	79.3814	67.6751	77.5545	30.1335	27.965
P_XLOC_017542	chr3|+|1815439-1817345	2.60307	2.09694	3.21445	0.163236	0.860276	0.558969	1.13749	57.8193
P_XLOC_017543	chr3|+|1822239-1826140	26.0262	28.2812	215.205	31.3497	15.6556	38.6234	23.0586	48.3473
P_XLOC_017544	chr3|+|1831330-1833506	125.845	147.031	30.378	115.835	25.2608	77.5706	72.6118	229.637
P_XLOC_017545	chr3|+|1844068-1845292	6.80403	2.65368	0.575904	0	0	0	0.296276	0
P_XLOC_017546	chr3|+|1852874-1858002	31.486	22.1735	56.082	29.3601	28.8358	27.7754	51.0628	233.192
P_XLOC_017547	chr3|+|1853854-1854076	7.9353	8.55834	16.2232	11.2622	14.4898	14.1215	23.7989	246.653
P_XLOC_017548	chr3|+|1860427-1861786	26.3305	53.2355	32.8719	693.235	265.401	626.429	173.733	7.01706
P_XLOC_017549	chr3|+|1870803-1871503	0	0.550658	0	0.058058	2.86845	1.08995	32.4436	5435.01
P_XLOC_017550	chr3|+|1873281-1878450	14.0654	7.1683	7.33995	4.16897	1.37269	2.0855	13.8047	6.58253
P_XLOC_017551	chr3|+|1878906-1881754	134.978	100.101	101.374	123.597	141.74	94.9136	48.6539	10.758
P_XLOC_017552	chr3|+|1883608-1884668	2.53804	3.98148	25.859	47.3476	45.8532	45.6307	3.06325	4.88375
P_XLOC_017553	chr3|+|1909201-1919541	64.0163	87.7701	40.7719	83.7755	71.4	88.6638	100.866	236.298
P_XLOC_017555	chr3|+|1935126-1935765	1.25812	0.369581	0	0.0581425	0.103447	0	0	0
P_XLOC_017556	chr3|+|1936269-1937270	0	0	2.40681	0.0797983	0.323805	0	0	0.61083
P_XLOC_017558	chr3|+|1980041-1980581	2.35862	1.39512	0	0.650125	5.13173	0.416687	0.431413	0
P_XLOC_017560	chr3|+|2003110-2004984	101.988	136.069	72.362	53.9731	81.7037	62.2903	97.904	30.8665
P_XLOC_017561	chr3|+|2005311-2006793	0.0986422	0.0330759	0.0423917	0.786195	1.23253	0.582368	0.0490788	0.464126
P_XLOC_017562	chr3|+|2014048-2017106	10.8829	10.1128	237.245	55.2998	27.6435	79.001	27.7281	132.934
P_XLOC_017564	chr3|+|2055441-2059065	174.316	69.9151	55.5749	100.107	46.2732	108.37	60.5498	21.8833
P_XLOC_017566	chr3|+|2063329-2063860	0	0	0	0.117726	0.0745196	0	0.0954692	3.87326
P_XLOC_017567	chr3|+|2065043-2067737	17.6813	15.8962	11.7756	18.9795	13.623	19.8783	43.1799	107.848
P_XLOC_017568	chr3|+|2069454-2073301	20.7778	22.6713	26.4627	34.1784	20.3535	43.8692	24.1525	135.433
P_XLOC_017569	chr3|+|2073418-2075029	79.6548	105.598	13.4198	17.1646	96.6943	15.2692	49.0252	21.3063
P_XLOC_017570	chr3|+|2088673-2091857	9.95637	7.91826	15.7204	1.54569	4.50552	1.22464	5.07436	13.3736
P_XLOC_017571	chr3|+|2090311-2090782	0.734724	1.06555	0.353616	0.114396	0	0.259646	0.305452	0.86114
P_XLOC_017572	chr3|+|2097604-2102101	10.5454	5.76509	9.73587	24.1936	10.6537	24.0504	7.55349	15.1021
P_XLOC_017573	chr3|+|2102193-2102878	0	0	0	0	0	0	0	3.84955
P_XLOC_017574	chr3|+|2115174-2117105	0.619287	1.31746	0	0	0	0	0	0
P_XLOC_017576	chr3|+|2118833-2125741	30.9998	43.9681	34.8546	36.0535	33.7856	40.1657	31.4173	19.226
P_XLOC_017577	chr3|+|2133623-2134106	0.472507	0.199175	0.913446	19.0709	3.36123	29.7325	0	0
P_XLOC_017578	chr3|+|2139910-2141372	11.418	10.213	2.66105	23.3027	43.4665	30.602	7.16265	2.16011
P_XLOC_017579	chr3|+|2142725-2145526	474.797	689.741	710.058	429.613	479.595	671.374	1275.81	1086.62
P_XLOC_017580	chr3|+|2154128-2154536	0	0.1757	0	0	0	0	2.72334	0
P_XLOC_017581	chr3|+|2154645-2155719	34.0671	38.4231	127.975	59.6106	94.3578	64.7996	34.425	36.3938
P_XLOC_017583	chr3|+|2178693-2180216	0.166671	0.259721	2.98742	0.0210441	0	0	0	1.05299
P_XLOC_017584	chr3|+|2199772-2201650	63.6537	81.4848	0.675249	24.6633	29.5411	25.3754	98.4898	4.35348
P_XLOC_017585	chr3|+|2211807-2213941	154.184	73.6636	4.64521	6.05479	36.314	6.6221	60.4771	221.454
P_XLOC_017586	chr3|+|2223102-2225205	99.8428	72.0917	0.807701	4.01347	19.1265	6.09598	9.51746	12.0406
P_XLOC_017588	chr3|+|2248830-2250720	90.5498	45.3367	271.393	20.636	141.349	14.8316	64.8792	62.8685
P_XLOC_017589	chr3|+|2251090-2258844	0.00501589	0.0156661	0	7.93593	3.31495	4.16812	0.00837191	0.0166939
P_XLOC_017590	chr3|+|2260212-2264652	11.4181	2.2498	7.30851	4.75899	9.4823	4.01843	10.3738	0.0961925
P_XLOC_017591	chr3|+|2264926-2266930	283.408	372.375	283.337	144.552	193.768	265.701	702.896	509.257
P_XLOC_017592	chr3|+|2272965-2276522	905.101	940.222	20.3728	31.9788	47.2734	20.5012	49.7471	1356.14
P_XLOC_017595	chr3|+|2295279-2299891	15.6911	9.96998	4.21878	0.750867	1.64144	0.650452	10.725	6.19326
P_XLOC_017596	chr3|+|2301080-2306958	2.52266	0.359094	0.714191	0.0114191	0	0	0.0422374	0.0639569
P_XLOC_017597	chr3|+|2313483-2314601	0.0657306	1.36819	0	0	0	0	0.0795514	0
P_XLOC_017599	chr3|+|2328868-2331604	1.59595	1.06772	1.01396	1.92131	0.177844	3.39891	0.33421	0.262661
P_XLOC_017600	chr3|+|2336786-2341656	21.931	4.2579	38.618	3.37523	0.60012	7.63195	3.40569	14.832
P_XLOC_017602	chr3|+|2367849-2374516	51.3157	40.0134	21.281	4.98159	16.6305	5.33601	170.671	234.378
P_XLOC_017604	chr3|+|2394383-2395040	27.7016	32.4839	11.5135	3.0068	7.29324	4.57485	7.4559	0
P_XLOC_017605	chr3|+|2407950-2413635	20.1048	21.2006	13.2633	29.248	27.5456	25.458	45.0438	126.017
P_XLOC_017606	chr3|+|2415343-2419909	23.8579	19.8756	9.28451	19.6791	16.7807	18.4158	19.3311	4.75626
P_XLOC_017608	chr3|+|2432741-2450253	43.198	40.4907	27.4015	7.16321	9.20327	7.28594	66.5426	36.4121
P_XLOC_017609	chr3|+|2455988-2463967	14.9551	13.3303	9.83622	19.0258	12.606	17.0627	26.7317	28.4228
P_XLOC_017610	chr3|+|2464388-2464767	0.552097	1.48887	2.31876	1.58434	0.358039	2.45011	0.711043	0.567432
P_XLOC_017611	chr3|+|2466458-2468340	0.0666126	0.0727052	3.55501	0.0448305	0	0.0499328	0	0.104504
P_XLOC_017612	chr3|+|2471160-2473026	0.143521	0	1.69451	0	0	0	0.0722612	0.309708
P_XLOC_017615	chr3|+|2481720-2484191	2.15528	2.1662	0.728336	5.77732	4.05313	7.0793	5.2876	5.7193
P_XLOC_017616	chr3|+|2486920-2489656	40.7846	19.3238	53.3011	3.7457	4.81477	4.47708	27.1631	29.8782
P_XLOC_017619	chr3|+|2505737-2507188	6.3363	6.87479	30.2966	15.1459	10.9313	19.2777	14.0687	14.1099
P_XLOC_017621	chr3|+|2510188-2510608	26.5892	14.9599	10.6715	6.92598	18.7263	5.07704	12.8063	2.72882
P_XLOC_017622	chr3|+|2510653-2516234	29.0446	16.2438	14.5176	8.3938	9.59188	6.22079	17.8624	13.9576
P_XLOC_017623	chr3|+|2530961-2537846	46.6739	48.7873	60.3482	20.4145	47.4021	17.3982	58.0323	27.3807
P_XLOC_017624	chr3|+|2535989-2536363	3.64068	9.53561	3.06564	4.48431	10.8073	4.36866	10.7623	4.31267
P_XLOC_017625	chr3|+|2536437-2537049	30.4949	15.4405	0.558923	5.67414	16.8474	15.5644	32.4599	2.42671
P_XLOC_017626	chr3|+|2537138-2537414	22.0802	20.3333	2.90884	7.46961	15.9957	13.5821	34.0032	5.54596
P_XLOC_017628	chr3|+|2548617-2553026	9.42929	17.0777	5.43144	17.6448	49.658	22.1299	4.39159	14.2848
P_XLOC_017629	chr3|+|2549631-2549912	7.14712	20.6485	6.50821	23.3789	93.9701	20.0017	0.802371	1.63277
P_XLOC_017630	chr3|+|2553791-2559227	34.536	28.0291	54.4929	15.4085	15.25	11.6696	46.657	324.948
P_XLOC_017631	chr3|+|2571636-2572940	122.794	121.114	55.3612	42.7233	71.0031	50.949	69.2467	67.7749
P_XLOC_017633	chr3|+|2576496-2580456	13.3202	24.8816	9.62515	65.6453	62.066	66.7015	55.7869	21.1279
P_XLOC_017634	chr3|+|2581184-2584049	21.1065	14.4687	11.6087	44.3105	45.1718	48.9188	23.165	22.4625
P_XLOC_017635	chr3|+|2584768-2605675	29.3	23.2439	37.2438	22.3647	22.0863	28.8987	120.725	154.064
P_XLOC_017636	chr3|+|2608931-2609586	75.0544	44.8246	463.813	29.2784	0.610166	2.7421	60.7448	24.2796
P_XLOC_017638	chr3|+|2639271-2640578	2.77673	3.52525	3.99061	0.227446	0.462407	0.931445	2.93287	0
P_XLOC_017640	chr3|+|2677600-2685655	3.11524	3.74778	5.42677	4.09679	4.34474	4.09029	4.13408	6.08042
P_XLOC_017641	chr3|+|2707463-2710821	9.56925	7.71022	48.5753	126.807	76.1725	102.195	7.91067	7.54595
P_XLOC_017642	chr3|+|2723035-2723936	0	0	6.07452	0.0532446	0.197489	0	0.539035	0
P_XLOC_017643	chr3|+|2757582-2768176	7.43272	8.83395	6.56628	9.8791	12.1186	9.90739	6.8353	37.3653
P_XLOC_017646	chr3|+|2802871-2803283	0	0	0	0	1.23225	0	0	0
P_XLOC_017647	chr3|+|2804141-2805943	13.3406	0.246046	0	0	0	0	0	0.111138
P_XLOC_017648	chr3|+|2809342-2814268	9.01454	7.69784	3.74548	22.3489	8.7465	20.6233	6.15903	4.18711
P_XLOC_017650	chr3|+|2833133-2841782	25.0221	24.4166	13.2459	36.0913	35.7737	32.2017	31.54	32.4689
P_XLOC_017651	chr3|+|2835464-2836496	22.7299	14.4421	20.9517	37.5193	54.2661	34.2629	44.1282	10.1324
P_XLOC_017652	chr3|+|2845709-2851689	17.2994	22.7998	16.7881	21.9185	21.4467	26.821	31.6142	83.7999
P_XLOC_017653	chr3|+|2870359-2876219	10.2902	6.29607	26.6295	11.617	12.1731	9.89516	10.9779	12.4978
P_XLOC_017654	chr3|+|2870818-2871373	4.96199	1.87506	37.0448	5.54681	14.7636	10.4572	8.69969	16.0685
P_XLOC_017655	chr3|+|2878828-2880890	654.941	171.176	0.41925	0.238622	0	0.262537	0.0569644	3.1173
P_XLOC_017657	chr3|+|2901557-2906614	10.816	13.6292	3.46778	17.1925	54.5646	15.247	9.22458	11.6261
P_XLOC_017658	chr3|+|2907108-2912842	17.5986	18.0106	14.8044	21.8833	15.5304	21.1244	20.906	24.515
P_XLOC_017659	chr3|+|2913859-2922928	1.58701	2.06757	8.77467	2.43711	2.22479	1.7041	2.00333	5.37314
P_XLOC_017660	chr3|+|2934839-2937290	0	0.369287	0.180387	3.17288	1.1933	0.676358	0	0
P_XLOC_017662	chr3|+|2948192-2948503	0	0.248741	0.302882	1.27199	1.10971	0.920506	0.764795	0.909056
P_XLOC_017663	chr3|+|2949519-2964375	18.3617	14.8529	510.207	34.2231	81.4539	33.661	10.7316	10.42
P_XLOC_017664	chr3|+|2958312-2960616	0.521297	0.958324	1.64169	8.87026	2.40338	12.4328	2.18452	12.8461
P_XLOC_017665	chr3|+|2964716-2967357	23.1307	10.8661	174.44	43.771	53.1364	32.7194	8.91043	0.772051
P_XLOC_017666	chr3|+|2967395-2967973	0	0	1.52787	0.419848	0.272126	0.206402	0	0.315857
P_XLOC_017668	chr3|+|2986017-2989284	242.367	322.054	199.611	152.978	186.627	228.969	662.483	650.957
P_XLOC_017670	chr3|+|2998855-3000007	18.9993	0.710133	9.0128	0	0	0.0850644	0	0.184052
P_XLOC_017672	chr3|+|3021246-3022567	0	0.170197	26.8279	0	0	0	0.0979073	0.64237
P_XLOC_017673	chr3|+|3026461-3027521	0	0	0.431883	0	0	0	1.60633	0
P_XLOC_017675	chr3|+|3039736-3045516	34.1242	29.1481	25.3181	36.7141	23.9882	51.4762	49.6985	121.129
P_XLOC_017676	chr3|+|3068969-3074191	18.0201	30.4939	6.69166	1.75363	5.05746	2.13195	65.7418	51.8089
P_XLOC_017677	chr3|+|3091847-3095784	18.9105	18.6027	18.3972	29.9267	22.1856	27.9829	39.0204	68.9499
P_XLOC_017678	chr3|+|3097959-3102114	0.404346	0.0299922	0.0776238	0.0559513	0.287248	0.38637	18.0654	647.158
P_XLOC_017679	chr3|+|3103834-3109844	26.4118	33.6629	25.9626	96.9872	75.9434	93.8771	14.718	51.7337
P_XLOC_017680	chr3|+|3110724-3112543	145.049	228.491	152.031	184.729	113.7	477.23	186.599	153.491
P_XLOC_017682	chr3|+|3115966-3120767	12.0494	12.7702	12.6433	15.5129	16.8025	18.8826	28.6187	80.235
P_XLOC_017683	chr3|+|3131805-3133740	1.18675	0.55316	27.0292	9.64	4.65245	8.69924	3.43438	5.68553
P_XLOC_017685	chr3|+|3148580-3149110	0.146949	0.17358	0	0.313012	0	0	2.86984	0.410005
P_XLOC_017686	chr3|+|3152569-3152845	0	13.5531	177.077	28.7483	15.8267	17.7484	13.757	27.9909
P_XLOC_017687	chr3|+|3156065-3156293	1.54109	0	0	3.30599	1.21327	0.930064	0	7.00215
P_XLOC_017688	chr3|+|3156537-3158759	7.60916	8.03002	17.6201	14.8283	10.7128	16.855	2.73846	5.8232
P_XLOC_017691	chr3|+|3164623-3168965	6.606	13.3041	35.4354	62.3626	17.5649	34.1846	14.0601	2.8802
P_XLOC_017692	chr3|+|3170018-3176437	34.1671	39.3088	30.4598	43.6305	39.4713	36.7049	30.2394	26.7462
P_XLOC_017693	chr3|+|3179591-3179855	0.673791	0	0	0	0	0	0.822902	17.3557
P_XLOC_017694	chr3|+|3186739-3190915	4.9889	4.10301	3.03303	4.51081	4.13126	4.39903	9.33171	44.5061
P_XLOC_017695	chr3|+|3192046-3196218	11.6553	12.1996	10.1574	19.6316	15.5376	21.5173	11.3605	29.8065
P_XLOC_017696	chr3|+|3196474-3197554	0.883462	0.93584	1.07596	3.89649	1.35855	3.33256	0.910601	4.76319
P_XLOC_017697	chr3|+|3197653-3199982	2.79792	2.93972	3.85574	14.8284	9.57292	10.1419	4.24898	4.91897
P_XLOC_017698	chr3|+|3201312-3208319	53.0041	35.6118	76.141	106.147	78.9546	104.779	69.867	70.3305
P_XLOC_017699	chr3|+|3208856-3211598	131.984	117.744	88.3655	212.478	135.15	203.454	202.696	163.217
P_XLOC_017700	chr3|+|3213078-3213334	0	0	0	2.20651	0	0	0.702744	0.568044
P_XLOC_017701	chr3|+|3252952-3270676	45.3903	37.5864	79.3276	95.9068	58.2652	95.1858	37.9272	220.307
P_XLOC_017702	chr3|+|3272446-3273532	0.352188	0.185209	0.0824507	0.191972	0	0.0577266	0	4.44361
P_XLOC_017705	chr3|+|3310201-3312744	9.19307	12.1463	14.483	0.0842762	0.365339	0.0889331	5.46822	0.917827
P_XLOC_017706	chr3|+|3314739-3317429	28.8902	9.78945	26.7766	30.2709	25.8894	22.9862	10.2904	4.58542
P_XLOC_017707	chr3|+|3317897-3318840	0.298541	0.169201	1.59719	0.398014	0	0.484989	0	0.739369
P_XLOC_017708	chr3|+|3338234-3341260	130.329	146.544	82.8849	234.076	178.835	210.984	107.617	312.795
P_XLOC_017709	chr3|+|3341544-3344559	3.16725	9.28522	0.724851	13.0266	12.2954	8.25514	8.3336	10.4145
P_XLOC_017710	chr3|+|3347592-3351418	2.30299	1.50515	7.34514	1.16607	0.431698	0.604888	2.67115	1.45374
P_XLOC_017711	chr3|+|3355041-3360576	3.55827	2.92445	4.29887	2.74574	2.43019	2.54571	1.70835	2.49269
P_XLOC_017712	chr3|+|3371374-3372410	12.9669	51.7764	23.3125	0.0860103	0.0977155	0.0749727	20.9206	0.370531
P_XLOC_017713	chr3|+|3379732-3381806	127.638	57.5461	5.65866	5.60692	9.79123	5.86038	16.9293	6.77838
P_XLOC_017715	chr3|+|3402621-3407199	1.20158	1.82974	0.023027	0.0443653	0.0785239	0	9.51959	0.895874
P_XLOC_017716	chr3|+|3407955-3413958	2.38998	2.00484	0.305309	1.20099	3.33504	1.13707	2.64433	0.464547
P_XLOC_017717	chr3|+|3414142-3416870	21.8102	12.1513	5.71831	1.27752	3.01325	1.37606	23.6506	14.9202
P_XLOC_017718	chr3|+|3417324-3427069	12.3419	8.58247	10.4806	14.9117	33.6195	16.2668	8.60174	13.4606
P_XLOC_017719	chr3|+|3427543-3432272	23.8161	23.047	8.55255	23.032	47.1129	25.5316	17.0123	45.6273
P_XLOC_017720	chr3|+|3434919-3439544	12.1687	3.79993	1.40101	2.24708	2.82977	1.83188	1.6352	0.446106
P_XLOC_017721	chr3|+|3463603-3467775	14.5076	12.4388	7.60618	21.2825	17.4629	21.3932	17.1716	17.3376
P_XLOC_017722	chr3|+|3469653-3471023	4.37528	8.81377	2.60971	2.28857	0.748775	1.35373	11.4499	6.97677
P_XLOC_017723	chr3|+|3479411-3482220	20.515	23.8785	9.79766	36.4975	40.9719	42.6325	35.5547	23.3322
P_XLOC_017724	chr3|+|3487732-3493516	10.7953	17.0321	0.121257	1.33438	1.2469	0.942457	8.99245	0.132574
P_XLOC_017725	chr3|+|3494584-3496121	1.62142	3.75183	0	0.0552266	0.182173	0	0.357068	0
P_XLOC_017726	chr3|+|3500755-3501486	0.164656	2.8241	227.289	0.143653	0.204566	0.698975	0.245157	0.434525
P_XLOC_017727	chr3|+|3505185-3512883	2.1926	1.39801	4.85653	0.0377216	0.195093	0.0520167	0.275375	0.0244584
P_XLOC_017728	chr3|+|3520192-3524681	0.587207	0.25859	3.91946	0.113337	0	0.156319	0	0
P_XLOC_017729	chr3|+|3521332-3523306	3.21299	2.69705	4.77085	2.91753	3.16013	4.26767	1.54898	30.5993
P_XLOC_017730	chr3|+|3539561-3539887	2.67383	3.79728	8.29133	2.21976	0.782704	3.58978	3.96664	1.65368
P_XLOC_017731	chr3|+|3551775-3554415	40.6856	59.5924	0.220402	0.0461195	0	0.126631	0.28654	0.636787
P_XLOC_017733	chr3|+|3569901-3572848	3.4306	6.34847	3.82973	0.731084	1.52171	0.764726	26.671	11.0557
P_XLOC_017735	chr3|+|3616607-3622226	20.7689	18.554	20.2082	21.0287	21.893	20.6914	18.5805	22.1198
P_XLOC_017736	chr3|+|3622546-3623134	0	0	0	0	0	0	0.0907619	3.0061
P_XLOC_017737	chr3|+|3626392-3628760	7.92997	16.5032	2.28507	0.108758	0.0741069	0.226671	96.2579	496.904
P_XLOC_017738	chr3|+|3629817-3631106	27.876	34.9488	84.2313	16.1249	44.5763	38.5257	44.4675	39.6185
P_XLOC_017740	chr3|+|3637630-3642833	10.8072	6.08314	14.9421	0.279471	0.758373	0.0651884	1.40509	0.55929
P_XLOC_017742	chr3|+|3646873-3651580	36.081	37.0677	42.5302	66.4975	42.9175	69.1648	37.909	68.3688
P_XLOC_017743	chr3|+|3647547-3647813	1.94123	1.01932	1.83788	4.04077	0.988628	3.24256	1.44598	2.89148
P_XLOC_017744	chr3|+|3653170-3657820	2.2914	13.4908	0.191209	0.75202	0.676444	0.561082	0.119679	1.67101
P_XLOC_017745	chr3|+|3664640-3669949	9.34515	11.3685	7.19576	13.1746	13.4917	9.0648	13.4584	25.1955
P_XLOC_017746	chr3|+|3665414-3665892	0.0929295	0.184051	0.216658	0.878229	1.33017	0.545159	0.155313	0
P_XLOC_017747	chr3|+|3670143-3670848	0	0.116722	0.141605	0.0614342	0.207536	0.0587194	0.181676	2.84418
P_XLOC_017748	chr3|+|3674147-3679317	2.49194	1.71764	1.67387	0.0794656	0.0709872	0.0542643	10.074	0.221112
P_XLOC_017749	chr3|+|3681100-3683317	8.66693	13.8347	16.1653	223.438	181.361	228.829	19.0313	94.5542
P_XLOC_017750	chr3|+|3687786-3697636	4.05751	3.85465	3.16461	5.30339	5.28441	4.18383	4.98313	5.84096
P_XLOC_017751	chr3|+|3707180-3708517	0.608107	0.352686	0.362583	0.142658	0.101458	0.134593	1.15787	4.51098
P_XLOC_017752	chr3|+|3711106-3718059	297.998	251.587	143.746	1113.39	1003.98	835.233	286.704	475.844
P_XLOC_017753	chr3|+|3724584-3733859	3.35272	8.1084	6.64788	15.3301	8.82136	8.92733	2.99343	1.84511
